,FIPS,ID
0,1000,0
1,1001,1
2,1003,2
3,1013,3
4,1019,4
5,1021,5
6,1031,6
7,1033,7
8,1039,8
9,1041,9
10,1043,10
11,1049,11
12,1051,12
13,1053,13
14,1055,14
15,1057,15
16,1059,16
17,1069,17
18,1073,18
19,1077,19
20,1079,20
21,1081,21
22,1083,22
23,1089,23
24,1093,24
25,1095,25
26,1097,26
27,1101,27
28,1103,28
29,1107,29
30,1113,30
31,1115,31
32,1117,32
33,1121,33
34,1125,34
35,1127,35
36,2000,36
37,2020,37
38,2050,38
39,2090,39
40,2110,40
41,2122,41
42,2158,42
43,2170,43
44,2261,44
45,4000,45
46,4001,46
47,4003,47
48,4005,48
49,4007,49
50,4009,50
51,4012,51
52,4013,52
53,4015,53
54,4017,54
55,4019,55
56,4021,56
57,4023,57
58,4025,58
59,4027,59
60,5000,60
61,5005,61
62,5007,62
63,5009,63
64,5019,64
65,5023,65
66,5031,66
67,5033,67
68,5035,68
69,5045,69
70,5051,70
71,5055,71
72,5059,72
73,5061,73
74,5063,74
75,5065,75
76,5067,76
77,5069,77
78,5075,78
79,5083,79
80,5085,80
81,5091,81
82,5093,82
83,5111,83
84,5115,84
85,5119,85
86,5121,86
87,5125,87
88,5131,88
89,5133,89
90,5135,90
91,5137,91
92,5139,92
93,5143,93
94,5145,94
95,5149,95
96,6000,96
97,6001,97
98,6007,98
99,6013,99
100,6017,100
101,6019,101
102,6023,102
103,6025,103
104,6029,104
105,6031,105
106,6035,106
107,6037,107
108,6039,108
109,6041,109
110,6043,110
111,6045,111
112,6047,112
113,6053,113
114,6057,114
115,6059,115
116,6061,116
117,6065,117
118,6067,118
119,6069,119
120,6071,120
121,6073,121
122,6075,122
123,6077,123
124,6079,124
125,6081,125
126,6083,126
127,6085,127
128,6087,128
129,6089,129
130,6095,130
131,6097,131
132,6099,132
133,6101,133
134,6107,134
135,6109,135
136,6111,136
137,6113,137
138,8000,138
139,8001,139
140,8003,140
141,8005,141
142,8007,142
143,8013,143
144,8014,144
145,8015,145
146,8029,146
147,8031,147
148,8035,148
149,8037,149
150,8041,150
151,8043,151
152,8045,152
153,8059,153
154,8067,154
155,8069,155
156,8071,156
157,8077,157
158,8081,158
159,8085,159
160,8093,160
161,8097,161
162,8101,162
163,8107,163
164,8117,164
165,8123,165
166,9000,166
167,9001,167
168,9003,168
169,9005,169
170,9007,170
171,9009,171
172,9011,172
173,9013,173
174,9015,174
175,10000,175
176,10001,176
177,10003,177
178,10005,178
179,11000,179
180,11001,180
181,12000,181
182,12001,182
183,12005,183
184,12009,184
185,12011,185
186,12015,186
187,12017,187
188,12019,188
189,12021,189
190,12023,190
191,12027,191
192,12031,192
193,12033,193
194,12035,194
195,12039,195
196,12053,196
197,12055,197
198,12057,198
199,12063,199
200,12069,200
201,12071,201
202,12073,202
203,12075,203
204,12081,204
205,12083,205
206,12085,206
207,12086,207
208,12087,208
209,12089,209
210,12091,210
211,12095,211
212,12097,212
213,12099,213
214,12101,214
215,12103,215
216,12105,216
217,12107,217
218,12109,218
219,12111,219
220,12113,220
221,12115,221
222,12117,222
223,12119,223
224,12121,224
225,12127,225
226,12129,226
227,12131,227
228,13000,228
229,13013,229
230,13015,230
231,13021,231
232,13045,232
233,13047,233
234,13051,234
235,13055,235
236,13057,236
237,13059,237
238,13063,238
239,13067,239
240,13073,240
241,13077,241
242,13089,242
243,13095,243
244,13097,244
245,13103,245
246,13111,246
247,13113,247
248,13115,248
249,13117,249
250,13121,250
251,13123,251
252,13127,252
253,13129,253
254,13135,254
255,13137,255
256,13139,256
257,13151,257
258,13153,258
259,13157,259
260,13175,260
261,13177,261
262,13179,262
263,13185,263
264,13213,264
265,13215,265
266,13217,266
267,13219,267
268,13223,268
269,13225,269
270,13227,270
271,13233,271
272,13245,272
273,13247,273
274,13255,274
275,13261,275
276,13285,276
277,13295,277
278,13297,278
279,13313,279
280,15000,280
281,15001,281
282,15003,282
283,15005,283
284,15007,284
285,15009,285
286,16000,286
287,16001,287
288,16005,288
289,16011,289
290,16013,290
291,16017,291
292,16019,292
293,16027,293
294,16039,294
295,16051,295
296,16055,296
297,16057,297
298,16065,298
299,16067,299
300,16069,300
301,16079,301
302,16083,302
303,17000,303
304,17001,304
305,17007,305
306,17011,306
307,17019,307
308,17021,308
309,17027,309
310,17029,310
311,17031,311
312,17033,312
313,17037,313
314,17043,314
315,17045,315
316,17049,316
317,17051,317
318,17053,318
319,17055,319
320,17057,320
321,17063,321
322,17067,322
323,17073,323
324,17075,324
325,17077,325
326,17081,326
327,17083,327
328,17087,328
329,17089,329
330,17091,330
331,17093,331
332,17095,332
333,17097,333
334,17099,334
335,17103,335
336,17105,336
337,17107,337
338,17109,338
339,17111,339
340,17113,340
341,17115,341
342,17117,342
343,17119,343
344,17121,344
345,17127,345
346,17133,346
347,17137,347
348,17141,348
349,17143,349
350,17145,350
351,17157,351
352,17159,352
353,17161,353
354,17163,354
355,17165,355
356,17167,356
357,17173,357
358,17179,358
359,17181,359
360,17183,360
361,17191,361
362,17195,362
363,17197,363
364,17199,364
365,17201,365
366,17203,366
367,18000,367
368,18001,368
369,18003,369
370,18005,370
371,18011,371
372,18015,372
373,18017,373
374,18019,374
375,18023,375
376,18029,376
377,18033,377
378,18035,378
379,18037,379
380,18039,380
381,18043,381
382,18045,382
383,18051,383
384,18053,384
385,18055,385
386,18057,386
387,18059,387
388,18061,388
389,18063,389
390,18065,390
391,18067,391
392,18069,392
393,18071,393
394,18073,394
395,18077,395
396,18079,396
397,18081,397
398,18083,398
399,18085,399
400,18087,400
401,18089,401
402,18091,402
403,18093,403
404,18095,404
405,18097,405
406,18099,406
407,18103,407
408,18105,408
409,18107,409
410,18109,410
411,18113,411
412,18119,412
413,18121,413
414,18125,414
415,18127,415
416,18129,416
417,18131,417
418,18133,418
419,18141,419
420,18143,420
421,18145,421
422,18147,422
423,18151,423
424,18153,424
425,18157,425
426,18159,426
427,18163,427
428,18167,428
429,18169,429
430,18173,430
431,18175,431
432,18177,432
433,18179,433
434,18181,434
435,18183,435
436,19000,436
437,19013,437
438,19015,438
439,19019,439
440,19021,440
441,19025,441
442,19033,442
443,19045,443
444,19049,444
445,19057,445
446,19061,446
447,19069,447
448,19079,448
449,19083,449
450,19091,450
451,19099,451
452,19103,452
453,19109,453
454,19111,454
455,19113,455
456,19123,456
457,19125,457
458,19139,458
459,19153,459
460,19155,460
461,19163,461
462,19169,462
463,19181,463
464,19187,464
465,19193,465
466,19197,466
467,20000,467
468,20001,468
469,20005,469
470,20009,470
471,20011,471
472,20015,472
473,20021,473
474,20035,474
475,20037,475
476,20041,476
477,20045,477
478,20051,478
479,20055,479
480,20057,480
481,20059,481
482,20061,482
483,20079,483
484,20085,484
485,20087,485
486,20091,486
487,20103,487
488,20107,488
489,20111,489
490,20113,490
491,20121,491
492,20125,492
493,20133,493
494,20139,494
495,20149,495
496,20155,496
497,20161,497
498,20169,498
499,20173,499
500,20175,500
501,20177,501
502,20191,502
503,20205,503
504,20209,504
505,21000,505
506,21001,506
507,21003,507
508,21005,508
509,21009,509
510,21013,510
511,21015,511
512,21017,512
513,21019,513
514,21021,514
515,21025,515
516,21027,516
517,21029,517
518,21033,518
519,21035,519
520,21037,520
521,21043,521
522,21045,522
523,21047,523
524,21049,524
525,21059,525
526,21067,526
527,21071,527
528,21073,528
529,21079,529
530,21081,530
531,21083,531
532,21085,532
533,21087,533
534,21089,534
535,21093,535
536,21095,536
537,21097,537
538,21099,538
539,21101,539
540,21103,540
541,21107,541
542,21109,542
543,21111,543
544,21113,544
545,21115,545
546,21117,546
547,21119,547
548,21121,548
549,21125,549
550,21127,550
551,21131,551
552,21133,552
553,21135,553
554,21137,554
555,21141,555
556,21145,556
557,21151,557
558,21155,558
559,21157,559
560,21163,560
561,21167,561
562,21173,562
563,21177,563
564,21179,564
565,21183,565
566,21185,566
567,21191,567
568,21193,568
569,21195,569
570,21199,570
571,21203,571
572,21205,572
573,21209,573
574,21211,574
575,21213,575
576,21215,576
577,21217,577
578,21227,578
579,21231,579
580,21239,580
581,22000,581
582,22001,582
583,22005,583
584,22009,584
585,22011,585
586,22015,586
587,22017,587
588,22019,588
589,22033,589
590,22045,590
591,22051,591
592,22055,592
593,22057,593
594,22061,594
595,22063,595
596,22071,596
597,22073,597
598,22079,598
599,22087,599
600,22097,600
601,22099,601
602,22103,602
603,22105,603
604,22109,604
605,22111,605
606,22113,606
607,22115,607
608,22117,608
609,22119,609
610,22123,610
611,23000,611
612,23001,612
613,23003,613
614,23005,614
615,23009,615
616,23011,616
617,23019,617
618,23025,618
619,23027,619
620,23031,620
621,24000,621
622,24001,622
623,24003,623
624,24005,624
625,24009,625
626,24013,626
627,24015,627
628,24017,628
629,24021,629
630,24025,630
631,24027,631
632,24031,632
633,24033,633
634,24035,634
635,24037,635
636,24041,636
637,24043,637
638,24045,638
639,24047,639
640,24510,640
641,25000,641
642,25001,642
643,25003,643
644,25005,644
645,25009,645
646,25013,646
647,25015,647
648,25017,648
649,25021,649
650,25023,650
651,25025,651
652,25027,652
653,26000,653
654,26005,654
655,26007,655
656,26015,656
657,26017,657
658,26021,658
659,26023,659
660,26025,660
661,26027,661
662,26037,662
663,26041,663
664,26045,664
665,26049,665
666,26055,666
667,26059,667
668,26065,668
669,26067,669
670,26073,670
671,26075,671
672,26077,672
673,26079,673
674,26081,674
675,26087,675
676,26091,676
677,26093,677
678,26099,678
679,26105,679
680,26111,680
681,26115,681
682,26121,682
683,26125,683
684,26139,684
685,26145,685
686,26147,686
687,26149,687
688,26155,688
689,26157,689
690,26159,690
691,26161,691
692,26163,692
693,27000,693
694,27003,694
695,27007,695
696,27013,696
697,27019,697
698,27025,698
699,27035,699
700,27037,700
701,27039,701
702,27047,702
703,27053,703
704,27059,704
705,27085,705
706,27097,706
707,27099,707
708,27109,708
709,27111,709
710,27123,710
711,27131,711
712,27137,712
713,27139,713
714,27141,714
715,27145,715
716,27163,716
717,27171,717
718,28000,718
719,28003,719
720,28011,720
721,28017,721
722,28033,722
723,28035,723
724,28045,724
725,28047,725
726,28049,726
727,28057,727
728,28059,728
729,28067,729
730,28071,730
731,28073,731
732,28075,732
733,28081,733
734,28087,734
735,28089,735
736,28093,736
737,28095,737
738,28099,738
739,28107,739
740,28109,740
741,28115,741
742,28117,742
743,28121,743
744,28127,744
745,28137,745
746,28139,746
747,28141,747
748,28145,748
749,28149,749
750,28163,750
751,29000,751
752,29001,752
753,29003,753
754,29007,754
755,29009,755
756,29013,756
757,29019,757
758,29021,758
759,29023,759
760,29027,760
761,29029,761
762,29031,762
763,29037,763
764,29043,764
765,29047,765
766,29049,766
767,29051,767
768,29053,768
769,29065,769
770,29069,770
771,29071,771
772,29073,772
773,29077,773
774,29083,774
775,29091,775
776,29095,776
777,29097,777
778,29099,778
779,29101,779
780,29105,780
781,29107,781
782,29109,782
783,29113,783
784,29123,784
785,29127,785
786,29131,786
787,29145,787
788,29157,788
789,29159,789
790,29161,790
791,29163,791
792,29165,792
793,29167,793
794,29169,794
795,29175,795
796,29177,796
797,29183,797
798,29187,798
799,29189,799
800,29195,800
801,29201,801
802,29207,802
803,29209,803
804,29213,804
805,29217,805
806,29219,806
807,29221,807
808,29225,808
809,29510,809
810,30000,810
811,30013,811
812,30029,812
813,30031,813
814,30047,814
815,30049,815
816,30063,816
817,30067,817
818,30081,818
819,30111,819
820,32000,820
821,32001,821
822,32003,822
823,32005,823
824,32007,824
825,32019,825
826,32023,826
827,32031,827
828,32510,828
829,33000,829
830,33001,830
831,33009,831
832,33011,832
833,33013,833
834,33015,834
835,33017,835
836,34000,836
837,34001,837
838,34003,838
839,34005,839
840,34007,840
841,34009,841
842,34011,842
843,34013,843
844,34015,844
845,34017,845
846,34019,846
847,34021,847
848,34023,848
849,34025,849
850,34027,850
851,34029,851
852,34031,852
853,34033,853
854,34035,854
855,34037,855
856,34039,856
857,35000,857
858,35001,858
859,35005,859
860,35009,860
861,35013,861
862,35015,862
863,35025,863
864,35027,864
865,35031,865
866,35035,866
867,35039,867
868,35043,868
869,35045,869
870,35047,870
871,35049,871
872,35061,872
873,36000,873
874,36001,874
875,36005,875
876,36007,876
877,36009,877
878,36011,878
879,36015,879
880,36021,880
881,36023,881
882,36027,882
883,36029,883
884,36039,884
885,36043,885
886,36045,886
887,36047,887
888,36055,888
889,36057,889
890,36059,890
891,36061,891
892,36063,892
893,36065,893
894,36067,894
895,36069,895
896,36071,896
897,36075,897
898,36079,898
899,36081,899
900,36083,900
901,36085,901
902,36087,902
903,36089,903
904,36091,904
905,36093,905
906,36101,906
907,36103,907
908,36105,908
909,36109,909
910,36111,910
911,36113,911
912,36115,912
913,36117,913
914,36119,914
915,37000,915
916,37001,916
917,37003,917
918,37007,918
919,37009,919
920,37013,920
921,37019,921
922,37021,922
923,37023,923
924,37025,924
925,37027,925
926,37031,926
927,37033,927
928,37035,928
929,37037,929
930,37045,930
931,37047,931
932,37049,932
933,37051,933
934,37053,934
935,37055,935
936,37057,936
937,37059,937
938,37061,938
939,37063,939
940,37065,940
941,37067,941
942,37069,942
943,37071,943
944,37077,944
945,37081,945
946,37083,946
947,37085,947
948,37087,948
949,37089,949
950,37093,950
951,37097,951
952,37099,952
953,37101,953
954,37105,954
955,37107,955
956,37109,956
957,37111,957
958,37115,958
959,37119,959
960,37123,960
961,37125,961
962,37127,962
963,37129,963
964,37133,964
965,37135,965
966,37141,966
967,37145,967
968,37147,968
969,37149,969
970,37151,970
971,37153,971
972,37155,972
973,37157,973
974,37159,974
975,37161,975
976,37163,976
977,37165,977
978,37167,978
979,37169,979
980,37171,980
981,37175,981
982,37179,982
983,37181,983
984,37183,984
985,37189,985
986,37191,986
987,37193,987
988,37195,988
989,37197,989
990,38000,990
991,38015,991
992,38017,992
993,38059,993
994,38089,994
995,38101,995
996,39000,996
997,39001,997
998,39003,998
999,39005,999
1000,39007,1000
1001,39011,1001
1002,39013,1002
1003,39015,1003
1004,39017,1004
1005,39019,1005
1006,39021,1006
1007,39023,1007
1008,39025,1008
1009,39027,1009
1010,39029,1010
1011,39033,1011
1012,39035,1012
1013,39039,1013
1014,39041,1014
1015,39043,1015
1016,39045,1016
1017,39047,1017
1018,39049,1018
1019,39051,1019
1020,39053,1020
1021,39055,1021
1022,39057,1022
1023,39059,1023
1024,39061,1024
1025,39063,1025
1026,39071,1026
1027,39077,1027
1028,39083,1028
1029,39085,1029
1030,39087,1030
1031,39089,1031
1032,39091,1032
1033,39093,1033
1034,39095,1034
1035,39099,1035
1036,39101,1036
1037,39103,1037
1038,39105,1038
1039,39107,1039
1040,39109,1040
1041,39113,1041
1042,39119,1042
1043,39123,1043
1044,39129,1044
1045,39133,1045
1046,39135,1046
1047,39137,1047
1048,39139,1048
1049,39141,1049
1050,39143,1050
1051,39145,1051
1052,39149,1052
1053,39151,1053
1054,39153,1054
1055,39155,1055
1056,39157,1056
1057,39159,1057
1058,39161,1058
1059,39165,1059
1060,39167,1060
1061,39169,1061
1062,39171,1062
1063,39173,1063
1064,40000,1064
1065,40001,1065
1066,40009,1066
1067,40013,1067
1068,40017,1068
1069,40019,1069
1070,40021,1070
1071,40027,1071
1072,40031,1072
1073,40035,1073
1074,40037,1074
1075,40039,1075
1076,40041,1076
1077,40047,1077
1078,40049,1078
1079,40051,1079
1080,40071,1080
1081,40073,1081
1082,40079,1082
1083,40081,1083
1084,40083,1084
1085,40087,1085
1086,40089,1086
1087,40091,1087
1088,40095,1088
1089,40097,1089
1090,40099,1090
1091,40101,1091
1092,40109,1092
1093,40111,1093
1094,40113,1094
1095,40115,1095
1096,40117,1096
1097,40119,1097
1098,40121,1098
1099,40123,1099
1100,40125,1100
1101,40127,1101
1102,40131,1102
1103,40133,1103
1104,40135,1104
1105,40137,1105
1106,40143,1106
1107,40145,1107
1108,40147,1108
1109,40149,1109
1110,41000,1110
1111,41003,1111
1112,41005,1112
1113,41007,1113
1114,41009,1114
1115,41011,1115
1116,41013,1116
1117,41017,1117
1118,41019,1118
1119,41029,1119
1120,41031,1120
1121,41033,1121
1122,41035,1122
1123,41039,1123
1124,41041,1124
1125,41043,1125
1126,41045,1126
1127,41047,1127
1128,41049,1128
1129,41051,1129
1130,41053,1130
1131,41057,1131
1132,41059,1132
1133,41061,1133
1134,41065,1134
1135,41067,1135
1136,41071,1136
1137,42000,1137
1138,42001,1138
1139,42003,1139
1140,42005,1140
1141,42007,1141
1142,42011,1142
1143,42013,1143
1144,42017,1144
1145,42019,1145
1146,42021,1146
1147,42025,1147
1148,42027,1148
1149,42029,1149
1150,42033,1150
1151,42037,1151
1152,42039,1152
1153,42041,1153
1154,42043,1154
1155,42045,1155
1156,42049,1156
1157,42051,1157
1158,42055,1158
1159,42061,1159
1160,42063,1160
1161,42069,1161
1162,42071,1162
1163,42073,1163
1164,42075,1164
1165,42077,1165
1166,42079,1166
1167,42081,1167
1168,42085,1168
1169,42089,1169
1170,42091,1170
1171,42095,1171
1172,42101,1172
1173,42103,1173
1174,42107,1174
1175,42111,1175
1176,42125,1176
1177,42129,1177
1178,42131,1178
1179,42133,1179
1180,44000,1180
1181,44001,1181
1182,44003,1182
1183,44005,1183
1184,44007,1184
1185,44009,1185
1186,45000,1186
1187,45001,1187
1188,45003,1188
1189,45007,1189
1190,45013,1190
1191,45015,1191
1192,45019,1192
1193,45021,1193
1194,45023,1194
1195,45025,1195
1196,45031,1196
1197,45035,1197
1198,45041,1198
1199,45043,1199
1200,45045,1200
1201,45047,1201
1202,45051,1202
1203,45055,1203
1204,45057,1204
1205,45059,1205
1206,45063,1206
1207,45071,1207
1208,45073,1208
1209,45075,1209
1210,45077,1210
1211,45079,1211
1212,45083,1212
1213,45085,1213
1214,45087,1214
1215,45091,1215
1216,46000,1216
1217,46083,1217
1218,46099,1218
1219,46103,1219
1220,47000,1220
1221,47001,1221
1222,47003,1222
1223,47005,1223
1224,47009,1224
1225,47011,1225
1226,47013,1226
1227,47017,1227
1228,47019,1228
1229,47021,1229
1230,47025,1230
1231,47029,1231
1232,47031,1232
1233,47035,1233
1234,47037,1234
1235,47043,1235
1236,47047,1236
1237,47049,1237
1238,47051,1238
1239,47053,1239
1240,47055,1240
1241,47057,1241
1242,47059,1242
1243,47063,1243
1244,47065,1244
1245,47071,1245
1246,47073,1246
1247,47077,1247
1248,47081,1248
1249,47085,1249
1250,47089,1250
1251,47093,1251
1252,47099,1252
1253,47103,1253
1254,47105,1254
1255,47107,1255
1256,47109,1256
1257,47111,1257
1258,47113,1258
1259,47115,1259
1260,47117,1260
1261,47119,1261
1262,47123,1262
1263,47125,1263
1264,47129,1264
1265,47131,1265
1266,47141,1266
1267,47143,1267
1268,47145,1268
1269,47147,1269
1270,47149,1270
1271,47155,1271
1272,47157,1272
1273,47163,1273
1274,47165,1274
1275,47167,1275
1276,47173,1276
1277,47177,1277
1278,47179,1278
1279,47181,1279
1280,47183,1280
1281,47185,1281
1282,47187,1282
1283,47189,1283
1284,48000,1284
1285,48005,1285
1286,48027,1286
1287,48029,1287
1288,48037,1288
1289,48039,1289
1290,48041,1290
1291,48049,1291
1292,48053,1292
1293,48055,1293
1294,48061,1294
1295,48071,1295
1296,48085,1296
1297,48091,1297
1298,48113,1298
1299,48121,1299
1300,48135,1300
1301,48139,1301
1302,48141,1302
1303,48157,1303
1304,48167,1304
1305,48179,1305
1306,48183,1306
1307,48187,1307
1308,48189,1308
1309,48199,1309
1310,48201,1310
1311,48209,1311
1312,48213,1312
1313,48215,1313
1314,48221,1314
1315,48231,1315
1316,48233,1316
1317,48251,1317
1318,48257,1318
1319,48291,1319
1320,48303,1320
1321,48309,1321
1322,48323,1322
1323,48325,1323
1324,48329,1324
1325,48339,1325
1326,48349,1326
1327,48355,1327
1328,48361,1328
1329,48367,1329
1330,48375,1330
1331,48381,1331
1332,48397,1332
1333,48409,1333
1334,48423,1334
1335,48439,1335
1336,48441,1336
1337,48451,1337
1338,48453,1338
1339,48465,1339
1340,48467,1340
1341,48477,1341
1342,48479,1342
1343,48485,1343
1344,48491,1344
1345,48497,1345
1346,48499,1346
1347,49000,1347
1348,49003,1348
1349,49005,1349
1350,49007,1350
1351,49011,1351
1352,49035,1352
1353,49039,1353
1354,49041,1354
1355,49043,1355
1356,49045,1356
1357,49049,1357
1358,49051,1358
1359,49057,1359
1360,50000,1360
1361,50007,1361
1362,50021,1362
1363,51000,1363
1364,51001,1364
1365,51003,1365
1366,51009,1366
1367,51013,1367
1368,51015,1368
1369,51019,1369
1370,51023,1370
1371,51031,1371
1372,51033,1372
1373,51035,1373
1374,51041,1374
1375,51047,1375
1376,51059,1376
1377,51061,1377
1378,51067,1378
1379,51069,1379
1380,51073,1380
1381,51085,1381
1382,51087,1382
1383,51089,1383
1384,51093,1384
1385,51107,1385
1386,51109,1386
1387,51117,1387
1388,51127,1388
1389,51137,1389
1390,51139,1390
1391,51143,1391
1392,51149,1392
1393,51153,1393
1394,51155,1394
1395,51161,1395
1396,51165,1396
1397,51171,1397
1398,51177,1398
1399,51179,1399
1400,51191,1400
1401,51199,1401
1402,51510,1402
1403,51520,1403
1404,51540,1404
1405,51550,1405
1406,51590,1406
1407,51650,1407
1408,51700,1408
1409,51710,1409
1410,51740,1410
1411,51760,1411
1412,51770,1412
1413,51775,1413
1414,51800,1414
1415,51810,1415
1416,51820,1416
1417,53000,1417
1418,53003,1418
1419,53005,1419
1420,53007,1420
1421,53009,1421
1422,53011,1422
1423,53015,1423
1424,53017,1424
1425,53021,1425
1426,53025,1426
1427,53027,1427
1428,53029,1428
1429,53033,1429
1430,53035,1430
1431,53037,1431
1432,53039,1432
1433,53041,1433
1434,53045,1434
1435,53047,1435
1436,53053,1436
1437,53057,1437
1438,53061,1438
1439,53063,1439
1440,53067,1440
1441,53071,1441
1442,53073,1442
1443,53077,1443
1444,54000,1444
1445,54003,1445
1446,54011,1446
1447,54019,1447
1448,54029,1448
1449,54033,1449
1450,54035,1450
1451,54037,1451
1452,54039,1452
1453,54041,1453
1454,54049,1454
1455,54051,1455
1456,54053,1456
1457,54055,1457
1458,54059,1458
1459,54061,1459
1460,54067,1460
1461,54069,1461
1462,54079,1462
1463,54081,1463
1464,54083,1464
1465,54097,1465
1466,54099,1466
1467,54107,1467
1468,54109,1468
1469,55000,1469
1470,55001,1470
1471,55009,1471
1472,55015,1472
1473,55017,1473
1474,55019,1474
1475,55021,1475
1476,55025,1476
1477,55027,1477
1478,55033,1478
1479,55035,1479
1480,55039,1480
1481,55055,1481
1482,55059,1482
1483,55063,1483
1484,55071,1484
1485,55073,1485
1486,55079,1486
1487,55085,1487
1488,55087,1488
1489,55089,1489
1490,55093,1490
1491,55097,1491
1492,55101,1492
1493,55105,1493
1494,55109,1494
1495,55111,1495
1496,55115,1496
1497,55117,1497
1498,55127,1498
1499,55131,1499
1500,55133,1500
1501,55135,1501
1502,55139,1502
1503,55141,1503
1504,56000,1504
1505,56001,1505
1506,56003,1506
1507,56005,1507
1508,56007,1508
1509,56013,1509
1510,56015,1510
1511,56021,1511
1512,56023,1512
1513,56025,1513
1514,56029,1514
1515,56031,1515
1516,56037,1516
1517,56039,1517
1518,56041,1518
